"period","company_code","total_market_cap_yi","float_market_cap_yi","turnover_amount_yi","turnover_rate","pe","pb"
"2026-06","920247.BJ",34.8835,10.4843,3.7915,0.016438,57.974,2.5619
"2022-12","920981.BJ",19.8726,6.314,3.3156,0.023869,180,1.478
"2023-12","920981.BJ",23.7677,7.5048,3.9627,0.024001,220,1.9242
"2024-12","920981.BJ",24.6072,8.2741,4.2491,0.023342,180,0.8392
"2025-12","920981.BJ",28.0777,8.9041,3.6504,0.018635,220,1.3962
"2026-06","920981.BJ",28.8743,9.379,4.2264,0.020483,180,0.4036
"2022-12","920821.BJ",24.3003,6.552,3.166,0.021964,69.088,0.35
"2023-12","920821.BJ",26.1996,7.0669,2.85,0.018331,81.9678,0.35
"2024-12","920821.BJ",25.6169,7.4803,3.117,0.018941,64.6247,0.35
"2025-12","920821.BJ",33.6336,9.6243,4.4461,0.020998,43.2143,0.35
"2026-06","920821.BJ",34.52,9.7454,4.1254,0.019242,80.9874,0.35
"2022-12","920953.BJ",22.3353,6.1444,2.3934,0.017706,47.7454,2.5268
"2023-12","920953.BJ",23.4363,6.5489,2.8823,0.020006,58.4687,2.7684
"2024-12","920953.BJ",28.431,7.9322,3.9457,0.02261,46.1679,2.914
"2025-12","920953.BJ",34.6088,9.8237,4.9315,0.022818,39.8526,1.8715
"2026-06","920953.BJ",34.0362,9.2158,4.7594,0.023475,61.9793,1.8648
"2022-12","920028.BJ",17.8905,7.2556,3.1174,0.01953,40.6455,0.35
"2023-12","920028.BJ",26.4641,10.4135,4.1417,0.018078,52.3938,0.8082
"2024-12","920028.BJ",27.4491,11.1038,3.804,0.015572,30,1.2957
"2025-12","920028.BJ",33.7056,13.0965,5.946,0.020637,45.7516,0.3501
"2026-06","920028.BJ",33.5631,13.1751,5.2932,0.018262,44.9341,1.3446
"2022-12","920126.BJ",17.5865,4.1518,1.9904,0.021791,24.8721,1.9734
"2023-12","920126.BJ",21.5167,5.2486,2.6475,0.022929,27.6258,1.937
"2024-12","920126.BJ",27.7857,6.2843,2.8888,0.020895,33.6004,1.9176
"2025-12","920126.BJ",32.6941,7.6039,2.8322,0.016931,25.3451,1.8189
"2026-06","920126.BJ",30.4072,7.6343,2.8924,0.017221,23.1915,2.826
"2022-12","920806.BJ",16.7003,5.6976,2.9142,0.023249,44.2604,2.2326
"2023-12","920806.BJ",17.8004,5.8167,2.4312,0.018998,47.2723,2.427
"2024-12","920806.BJ",21.4481,6.8346,2.6504,0.017627,49.2793,2.1069
"2025-12","920806.BJ",31.1644,9.8722,3.7561,0.017294,37.1017,2.524
"2026-06","920806.BJ",29.7934,10.1067,4.4698,0.020103,35.1688,1.5676
"2022-12","920339.BJ",19.8727,5.1011,2.2258,0.019834,115.8947,2.0539
"2023-12","920339.BJ",22.3231,5.2527,2.3986,0.020757,171.1347,1.6927
"2024-12","920339.BJ",25.6159,6.2095,3.2686,0.023927,164.1026,2.7038
"2025-12","920339.BJ",30.5595,7.8943,3.3526,0.019304,141.431,2.6084
"2026-06","920339.BJ",29.6155,7.6328,4.0281,0.023988,133.6385,2.2603
"2022-12","920735.BJ",16.6362,10.5518,3.1046,0.013374,13.5227,2.5268
"2023-12","920735.BJ",21.7541,12.9883,5.8444,0.020453,9.774,3.1728
"2024-12","920735.BJ",23.5448,14.9767,8.0728,0.024501,11.7875,1.9288
"2025-12","920735.BJ",29.6365,18.9246,8.2926,0.019918,11.6844,2.1492
"2026-06","920735.BJ",26.8443,16.7496,8.891,0.024128,11.5523,1.0459
"2022-12","920879.BJ",20.2046,7.6478,2.0138,0.011969,28.5221,3.3282
"2023-12","920879.BJ",22.9656,8.1755,3.8354,0.021324,35.3287,2.3402
"2024-12","920879.BJ",28.1269,9.6095,5.3709,0.025405,40.4813,2.6724
"2025-12","920879.BJ",32.6493,11.3345,4.7078,0.01888,29.3039,1.7218
"2026-06","920879.BJ",29.4941,10.5157,4.182,0.018077,28.6911,2.2246
"2022-12","920026.BJ",16.1871,4.6611,2.0064,0.019566,42.718,2.5491
"2023-12","920026.BJ",19.4497,5.4817,2.5732,0.021337,62.8843,3.1
"2024-12","920026.BJ",24.5464,6.9132,3.4323,0.022567,62.282,2.6586
"2025-12","920026.BJ",25.5085,7.4104,3.5123,0.021544,52.8776,1.412
"2026-06","920026.BJ",26.2356,7.7662,4.0038,0.023434,53.7416,2.6663
"2022-12","920533.BJ",14.3628,5.4705,1.7275,0.014354,84.5305,1.6532
"2023-12","920533.BJ",17.5273,7.1611,2.8341,0.017989,62.0471,2.1569
"2024-12","920533.BJ",24.1814,9.4218,4.133,0.019939,76.6335,2.5263
"2025-12","920533.BJ",28.5816,11.2303,4.1549,0.016817,70.104,1.9369
"2026-06","920533.BJ",28.9717,10.906,4.9472,0.020619,101.2526,2.302
"2022-12","920018.BJ",17.7242,6.3458,3.0394,0.021771,24.6889,1.8334
"2023-12","920018.BJ",24.1897,8.4734,3.7198,0.019955,25.9171,2.5957
"2024-12","920018.BJ",26.816,9.1644,4.1356,0.020512,25.1253,2.3858
"2025-12","920018.BJ",29.7958,10.2523,5.4526,0.024175,28.2205,2.0436
"2026-06","920018.BJ",26.7457,9.5786,5.0247,0.023844,20.6019,2.4448
"2022-12","920720.BJ",17.7244,4.5304,2.3085,0.023162,50.7993,3.4315
"2023-12","920720.BJ",19.5303,5.5541,1.4912,0.012204,55.9335,3.2529
"2024-12","920720.BJ",22.2183,6.3096,2.8019,0.020185,50.8287,2.4041
"2025-12","920720.BJ",28.956,7.5894,3.1375,0.018791,37.8965,2.9306
"2026-06","920720.BJ",26.3241,6.9254,3.0673,0.020132,44.6653,3.1066
"2022-12","920225.BJ",20.2102,10.3084,4.2518,0.018748,37.7463,0.837
"2023-12","920225.BJ",21.3182,11.1419,3.6025,0.014697,37.2275,1.4023
"2024-12","920225.BJ",25.0324,13.0115,5.4657,0.019094,36.34,1.5641
"2025-12","920225.BJ",30.9444,16.6133,6.4457,0.017636,58.1971,1.2983
"2026-06","920225.BJ",26.6722,14.014,2.9883,0.009692,38.5538,1.5778
"2022-12","920091.BJ",18.628,4.4369,2.2033,0.022572,83.2585,2.444
"2023-12","920091.BJ",19.9764,4.8855,1.9645,0.018278,90.1182,1.5939
"2024-12","920091.BJ",20.2043,5.0521,2.014,0.01812,74.8709,2.6144
"2025-12","920091.BJ",23.4631,5.8124,2.9672,0.023204,93.951,2.3581
"2026-06","920091.BJ",27.3776,6.3197,3.4642,0.024916,89.4398,1.7997
"2022-12","920101.BJ",14.6098,4.4727,2.354,0.023923,23.5434,1.5351
"2023-12","920101.BJ",16.5759,4.9875,2.3944,0.021822,27.714,2.105
"2024-12","920101.BJ",20.9758,6.3075,2.1712,0.015646,27.556,1.8243
"2025-12","920101.BJ",23.1586,6.9431,3.233,0.021165,26.0324,2.5552
"2026-06","920101.BJ",24.004,7.6323,3.7133,0.022115,27.4727,2.3603
"2022-12","920208.BJ",15.3722,10.5988,3.0769,0.013196,11.6646,3.719
"2023-12","920208.BJ",17.0301,11.6932,4.9053,0.019068,14.9514,1.6851
"2024-12","920208.BJ",23.0517,14.6029,4.0609,0.01264,12.7219,3.5737
"2025-12","920208.BJ",26.925,18.516,7.3262,0.017985,12.4116,2.8838
"2026-06","920208.BJ",28.1274,18.6912,7.106,0.017281,13.7685,2.9881
"2022-12","920284.BJ",13.0306,6.3531,2.7588,0.019738,41.1555,2.7926
"2023-12","920284.BJ",18.3272,9.9278,3.6217,0.016582,36.3922,2.1322
"2024-12","920284.BJ",19.2818,9.7305,4.4749,0.020904,34.5412,2.2938
"2025-12","920284.BJ",22.8343,12.307,5.9728,0.02206,35.5292,2.4871
"2026-06","920284.BJ",26.7289,14.459,7.4851,0.023531,43.3755,2.6353
"2022-12","920122.BJ",21.6418,4.8689,1.1379,0.010623,185.647,1.4228
"2023-12","920122.BJ",20.1706,4.3701,1.4771,0.015364,148.2835,1.0954
"2024-12","920122.BJ",22.2293,4.9902,1.6283,0.014832,104.1223,0.8489
"2025-12","920122.BJ",25.5315,5.6157,1.7386,0.014073,118.5244,0.8627
"2026-06","920122.BJ",24.1137,5.2314,2.1045,0.018286,173.3697,1.7355
"2022-12","920682.BJ",14.4766,6.1775,2.0483,0.015072,41.9195,0.4722
"2023-12","920682.BJ",16.9559,7.4705,3.0341,0.018461,27.5599,0.4184
"2024-12","920682.BJ",20.3694,8.4278,3.2638,0.017603,28.2707,2.3529
"2025-12","920682.BJ",23.4045,9.2073,2.9071,0.014352,26.6753,2.2726
"2026-06","920682.BJ",24.5097,10.5412,6.0892,0.026257,26.2687,1.6202
"2022-12","920190.BJ",14.3514,7.4128,3.461,0.021222,80.9333,2.121
"2023-12","920190.BJ",18.8151,10.5028,5.1853,0.022441,110.3873,0.6419
"2024-12","920190.BJ",21.0847,10.8469,5.0672,0.021234,66.2342,1.9346
"2025-12","920190.BJ",22.4212,12.1352,4.6669,0.017481,78.0956,2.2437
"2026-06","920190.BJ",27.4711,15.2666,6.258,0.018633,81.8783,0.9669
"2022-12","920885.BJ",18.7063,6.6213,3.1984,0.021957,81.6251,1.5828
"2023-12","920885.BJ",21.2564,7.7484,3.4457,0.020213,89.6141,0.9737
"2024-12","920885.BJ",25.6262,9.3328,4.0746,0.019845,101.3837,1.0112
"2025-12","920885.BJ",27.3022,9.9684,3.7943,0.017301,93.2465,2.1392
"2026-06","920885.BJ",23.2763,7.8196,3.835,0.022292,77.8121,1.5615
"2022-12","920526.BJ",12.696,4.2451,1.903,0.020376,180,1.1797
"2023-12","920526.BJ",15.1205,4.8514,2.3196,0.021733,138.2142,2.4004
"2024-12","920526.BJ",17.1583,5.7304,2.6616,0.021112,205.157,1.5721
"2025-12","920526.BJ",22.5389,7.0923,3.1348,0.020091,140.5804,1.7096
"2026-06","920526.BJ",25.2778,8.299,3.7453,0.020513,132.1866,1.096
"2022-12","920046.BJ",12.6364,4.1183,1.6609,0.018331,156.9796,1.9478
"2023-12","920046.BJ",18.6741,6.5093,2.8835,0.020136,152.3862,1.4349
"2024-12","920046.BJ",19.9024,6.9677,2.4873,0.016226,130.9837,1.9332
"2025-12","920046.BJ",22.342,7.403,3.05,0.018727,130.7696,1.9653
"2026-06","920046.BJ",27.2034,9.2473,4.7032,0.023118,220,1.3442
"2022-12","920005.BJ",11.2409,2.9887,0.8887,0.013516,101.1528,0.35
"2023-12","920005.BJ",12.3457,3.3092,1.3384,0.018384,68.5488,1.0558
"2024-12","920005.BJ",17.2172,4.5623,2.1202,0.021123,86.8666,0.35
"2025-12","920005.BJ",20.7965,5.6135,2.1328,0.01727,65.5136,0.7743
"2026-06","920005.BJ",24.1547,6.0995,2.5588,0.019068,77.7931,0.3929
"2022-12","920099.BJ",13.5434,6.9489,1.6305,0.010666,26.4015,0.8612
"2023-12","920099.BJ",16.9976,8.7515,3.272,0.016994,33.0676,1.9957
"2024-12","920099.BJ",21.3838,11.1837,5.0097,0.020361,32.3689,1.5778
"2025-12","920099.BJ",24.5271,12.1204,5.436,0.020386,25.4588,1.6385
"2026-06","920099.BJ",24.1383,12.6498,3.9686,0.01426,22.8431,1.0734
"2022-12","920001.BJ",16.6652,5.0121,2.2987,0.020847,34.5547,2.8051
"2023-12","920001.BJ",18.2362,5.3563,2.131,0.018084,43.9362,2.5293
"2024-12","920001.BJ",21.3574,6.3079,2.3429,0.016883,30.2489,2.2283
"2025-12","920001.BJ",21.8526,6.6823,2.8473,0.019368,44.1555,2.7589
"2026-06","920001.BJ",21.9129,6.658,3.1199,0.0213,39.8179,3.2145
"2022-12","920160.BJ",14.1843,3.2073,0.7616,0.010794,34.5824,0.8845
"2023-12","920160.BJ",18.5799,4.094,1.9325,0.021456,27.7634,0.9325
"2024-12","920160.BJ",21.0041,4.8215,1.4268,0.013451,32.5247,0.6524
"2025-12","920160.BJ",23.5288,5.5034,2.0003,0.016521,23.1154,1.6063
"2026-06","920160.BJ",24.0946,5.5859,2.3251,0.01892,22.3149,1.3686
"2022-12","920021.BJ",12.1664,7.833,2.1411,0.012425,180,1.3706
"2023-12","920021.BJ",17.0826,10.9889,3.9732,0.016435,133.3501,1.0568
"2024-12","920021.BJ",16.68,10.7869,3.4395,0.014494,180,1.4937
"2025-12","920021.BJ",24.8317,17.0251,3.1615,0.008441,129.842,2.5692
"2026-06","920021.BJ",26.0254,18.2266,5.6106,0.013992,180,1.2081
"2022-12","920036.BJ",14.0549,3.3758,1.0761,0.01449,31.9587,2.5029
"2023-12","920036.BJ",16.3075,3.7204,1.3141,0.016055,33.5353,2.114
"2024-12","920036.BJ",18.4033,4.3095,1.3178,0.0139,34.8975,2.51
"2025-12","920036.BJ",23.648,5.4466,2.7006,0.022538,24.2091,2.6669
"2026-06","920036.BJ",24.7538,5.9261,2.3515,0.018037,32.9977,2.9368
"2022-12","920106.BJ",13.5759,6.6031,2.3442,0.016137,19.7602,2.2777
"2023-12","920106.BJ",16.7222,8.7118,4.021,0.02098,15.0023,0.7318
"2024-12","920106.BJ",16.4274,8.2377,4.097,0.022606,19.0109,2.8148
"2025-12","920106.BJ",20.7057,10.123,4.8279,0.021678,14.6893,3.577
"2026-06","920106.BJ",23.5235,11.8758,4.2359,0.016213,20.4144,3.2813
"2022-12","920159.BJ",14.8217,3.4358,1.268,0.016776,16.4655,1.2017
"2023-12","920159.BJ",16.113,3.363,0.9988,0.0135,13.0575,1.8857
"2024-12","920159.BJ",17.8419,4.1115,1.5651,0.017303,19.4759,1.8563
"2025-12","920159.BJ",23.3651,5.3455,1.653,0.014056,17.8015,1.023
"2026-06","920159.BJ",24.3138,5.2265,2.3507,0.020443,19.539,1.8305
"2022-12","920505.BJ",15.2694,4.179,2.4184,0.026305,220,1.1514
"2023-12","920505.BJ",17.0467,4.5367,1.3991,0.014018,220,1.226
"2024-12","920505.BJ",22.0686,5.8637,2.5078,0.01944,220,1.014
"2025-12","920505.BJ",23.0089,6.6013,3.3533,0.02309,220,1.2283
"2026-06","920505.BJ",20.7231,5.6489,1.5474,0.012451,180,0.8844
"2022-12","920807.BJ",14.1705,6.659,2.5439,0.017365,131.5954,1.0014
"2023-12","920807.BJ",18.6572,8.8049,3.0289,0.015636,165.8596,0.8497
"2024-12","920807.BJ",22.3042,9.9744,2.847,0.012974,148.752,0.8409
"2025-12","920807.BJ",21.0708,9.9966,3.1431,0.014292,180,1.005
"2026-06","920807.BJ",20.9002,9.7714,3.0217,0.014056,152.9661,0.8598
"2022-12","920579.BJ",13.7174,4.9186,1.8921,0.017485,71.6656,1.6912
"2023-12","920579.BJ",16.5745,5.3877,2.023,0.017068,45.4092,0.7482
"2024-12","920579.BJ",19.5974,6.8292,2.4952,0.016608,37.4299,2.2378
"2025-12","920579.BJ",20.0256,7.1939,2.799,0.017686,46.9463,1.2877
"2026-06","920579.BJ",20.6613,7.2446,2.8968,0.018175,39.8254,2.0425
"2022-12","920344.BJ",12.6565,4.9105,2.2798,0.021103,108.0433,0.3915
"2023-12","920344.BJ",16.3919,6.8589,2.6569,0.017607,152.2781,1.0135
"2024-12","920344.BJ",19.3348,8.1123,2.7752,0.01555,220,0.544
"2025-12","920344.BJ",23.316,9.8887,3.5978,0.016538,139.0359,0.8261
"2026-06","920344.BJ",24.2814,9.8101,3.4232,0.015861,118.4121,0.7602
"2022-12","920357.BJ",17.5174,6.4353,2.9305,0.020699,32.6944,1.7454
"2023-12","920357.BJ",18.452,6.4175,3.1751,0.022489,35.236,2.3051
"2024-12","920357.BJ",23.4874,8.5682,3.8722,0.020542,27.6094,2.1568
"2025-12","920357.BJ",25.9992,9.1365,3.3361,0.016598,37.1115,1.728
"2026-06","920357.BJ",20.8711,7.4124,4.2101,0.025817,26.3601,1.7014
"2022-12","920223.BJ",12.8851,4.5445,2.2056,0.022061,38.3135,0.9739
"2023-12","920223.BJ",17.9113,6.2187,2.6454,0.019336,39.6035,1.7755
"2024-12","920223.BJ",18.2654,6.3552,2.6338,0.018838,30.8344,2.2449
"2025-12","920223.BJ",21.4128,7.415,2.9044,0.017804,31.6467,2.2643
"2026-06","920223.BJ",20.8274,7.2161,2.5899,0.016314,47.6342,1.588
"2022-12","920227.BJ",14.3888,4.048,1.8865,0.021183,73.4884,0.4236
"2023-12","920227.BJ",16.397,4.6174,2.1552,0.021217,81.5267,0.35
"2024-12","920227.BJ",17.7472,4.9264,1.8844,0.017387,74.4856,0.35
"2025-12","920227.BJ",23.7111,6.3918,2.6081,0.018547,80.3025,0.5907
"2026-06","920227.BJ",23.7541,6.9566,2.9638,0.019365,78.1599,0.35
"2022-12","920086.BJ",11.4413,3.8616,2.0687,0.02435,50.0186,0.35
"2023-12","920086.BJ",15.5122,4.9079,2.2927,0.021234,42.5236,0.35
"2024-12","920086.BJ",17.1255,5.7045,2.6461,0.021085,48.555,0.35
"2025-12","920086.BJ",21.3914,6.8133,3.0251,0.020182,30,0.35
"2026-06","920086.BJ",23.2937,7.0642,2.593,0.016684,36.0415,0.35
"2022-12","920089.BJ",10.8872,5.2112,1.8466,0.016107,30,0.35
"2023-12","920089.BJ",13.0848,6.8256,1.6935,0.011278,30,0.35
"2024-12","920089.BJ",16.6756,8.6449,1.4848,0.007807,30,0.5339
"2025-12","920089.BJ",22.2979,11.4019,3.7161,0.014814,30,0.35
"2026-06","920089.BJ",21.7112,10.7968,3.3608,0.014149,30,0.35
"2022-12","920914.BJ",14.0891,8.5558,4.0654,0.021599,29.7263,1.5723
"2023-12","920914.BJ",15.4897,9.1699,4.2824,0.021228,42.8776,2.0554
"2024-12","920914.BJ",17.103,10.1461,4.6275,0.020731,31.1396,1.7033
"2025-12","920914.BJ",21.5993,12.1993,5.4306,0.020234,35.8521,1.6872
"2026-06","920914.BJ",22.4962,12.7079,5.0882,0.0182,35.2017,2.3124
"2022-12","920010.BJ",10.1585,3.9638,1.7748,0.020352,120.1727,0.35
"2023-12","920010.BJ",12.4655,5.1439,2.1533,0.019028,132.2239,0.35
"2024-12","920010.BJ",16.0865,6.0933,2.6205,0.019548,104.7509,0.35
"2025-12","920010.BJ",20.5617,8.4854,4.277,0.022911,112.6507,0.35
"2026-06","920010.BJ",19.885,8.3554,3.3464,0.018205,133.3317,0.35
"2022-12","920124.BJ",13.8448,6.5181,2.6239,0.018298,36.0431,0.9724
"2023-12","920124.BJ",14.907,6.9189,2.5731,0.016905,25.5535,1.4687
"2024-12","920124.BJ",20.5647,9.3945,3.1243,0.015117,23.3941,1.9476
"2025-12","920124.BJ",20.4471,9.6669,3.3485,0.015745,25.4429,1.5549
"2026-06","920124.BJ",19.2533,8.8466,4.363,0.022417,28.2914,1.221
"2022-12","920207.BJ",13.0943,5.4178,2.9794,0.024997,35.3212,2.7
"2023-12","920207.BJ",14.5896,6.0126,1.7805,0.01346,35.7795,3.1763
"2024-12","920207.BJ",18.7944,7.3711,3.1035,0.019138,45.6731,2.1105
"2025-12","920207.BJ",18.6588,8.0315,2.4746,0.014005,47.1309,3.1369
"2026-06","920207.BJ",22.5381,8.7286,1.5349,0.007993,48.0268,2.6901
"2022-12","920152.BJ",11.4401,7.0089,2.5057,0.01625,45.7047,2.3375
"2023-12","920152.BJ",13.6,8.2304,3.8045,0.021011,35.2569,1.8621
"2024-12","920152.BJ",15.2348,9.5694,4.7577,0.022599,47.9699,1.8316
"2025-12","920152.BJ",17.9437,10.7028,3.6445,0.015478,31.8049,1.625
"2026-06","920152.BJ",23.423,14.3683,4.3862,0.013876,45.3222,1.9911
"2022-12","920188.BJ",13.7044,3.1758,1.2818,0.018346,22.2522,0.35
"2023-12","920188.BJ",15.3483,3.4631,1.0877,0.014277,36.3802,0.8691
"2024-12","920188.BJ",18.296,4.1833,1.3707,0.014893,35.2466,0.35
"2025-12","920188.BJ",22.5674,5.3413,0.8838,0.007521,16.4455,0.9892
"2026-06","920188.BJ",19.4978,4.5281,1.9453,0.019528,48.3921,1.3174
"2022-12","920128.BJ",12.5309,3.5686,1.6009,0.020391,180,3.0055
"2023-12","920128.BJ",16.3767,4.7675,1.5012,0.014313,155.8683,3.3228
"2024-12","920128.BJ",18.7896,5.6935,2.0094,0.016042,180,3.5194
"2025-12","920128.BJ",23.1119,7.0586,3.4226,0.02204,180,4.1592
"2026-06","920128.BJ",21.7769,6.5679,2.8431,0.019676,180,3.5994
"2022-12","920252.BJ",11.4712,4.8293,2.1981,0.020689,180,1.6437
"2023-12","920252.BJ",14.8894,6.0062,2.9556,0.022368,180,1.9085
"2024-12","920252.BJ",18.0557,6.8669,3.4484,0.022826,180,3.1432
"2025-12","920252.BJ",20.8132,8.4851,2.758,0.014775,180,2.1524
"2026-06","920252.BJ",21.9218,8.5625,2.4763,0.013146,180,2.1433
"2022-12","920112.BJ",11.5618,3.5585,1.3271,0.016952,12.5837,1.6462
"2023-12","920112.BJ",14.0244,4.2095,1.7708,0.019121,16.9344,2.1362
"2024-12","920112.BJ",18.8221,5.3895,2.24,0.018892,11.6438,2.2986
"2025-12","920112.BJ",22.1967,6.7304,2.5178,0.017004,14.3206,1.7671
"2026-06","920112.BJ",20.6831,5.7172,2.4664,0.019609,15.415,2.4481
"2022-12","920892.BJ",14.3641,4.2681,1.7559,0.018699,20.2082,1.4232
"2023-12","920892.BJ",17.9353,5.4014,1.3996,0.011778,19.247,2.2503
"2024-12","920892.BJ",18.0522,5.2206,1.432,0.012468,18.6552,1.5087
"2025-12","920892.BJ",19.1861,5.5101,2.3264,0.019191,17.9439,2.3348
"2026-06","920892.BJ",22.0951,6.6238,2.6488,0.018177,15.1507,2.3613
"2022-12","920489.BJ",13.4214,8.5507,3.3629,0.017877,46.909,1.2882
"2023-12","920489.BJ",16.816,10.4359,2.6963,0.011744,31.8249,2.0381
"2024-12","920489.BJ",16.4632,11.0808,2.8856,0.011837,45.9402,1.7172
"2025-12","920489.BJ",21.3351,13.0788,4.1668,0.014482,31.8223,1.3977
"2026-06","920489.BJ",20.9778,13.6941,5.1797,0.017193,34.9808,1.9276
"2022-12","920779.BJ",15.1998,3.595,1.3965,0.017658,27.3076,2.3198
"2023-12","920779.BJ",15.2558,3.7356,1.6602,0.020202,32.7931,1.6218
"2024-12","920779.BJ",18.4405,4.7681,1.9799,0.018874,30.5455,1.5196
"2025-12","920779.BJ",20.1113,5.1727,1.8289,0.016071,40.8366,2.1344
"2026-06","920779.BJ",21.5115,5.4173,2.0173,0.016926,29.4546,0.727
"2022-12","920121.BJ",13.7987,2.9218,0.8351,0.012992,20.8094,0.7739
"2023-12","920121.BJ",15.3537,3.5468,1.0651,0.01365,21.8858,1.8593
"2024-12","920121.BJ",16.6682,3.7018,0.7382,0.009065,17.4312,1.8607
"2025-12","920121.BJ",18.2723,4.1834,1.1321,0.012301,19.6445,1.5414
"2026-06","920121.BJ",18.3523,4.0312,1.3283,0.014978,20.3115,1.2447
"2022-12","920167.BJ",11.1264,3.5839,1.1278,0.014304,35.1225,1.1856
"2023-12","920167.BJ",13.2887,4.2561,1.3376,0.014285,26.6341,1.8459
"2024-12","920167.BJ",15.0995,4.6829,1.8897,0.018343,40.0879,2.1429
"2025-12","920167.BJ",19.217,5.9456,2.1206,0.016212,30.9041,2.0109
"2026-06","920167.BJ",20.768,6.6866,2.2437,0.015253,31.9766,0.803
"2022-12","920694.BJ",11.1576,2.9361,0.5622,0.008704,17.7531,1.0062
"2023-12","920694.BJ",13.1826,3.4304,1.0772,0.014274,19.5645,2.1391
"2024-12","920694.BJ",14.8676,3.6937,1.2608,0.015516,25.8858,1.5913
"2025-12","920694.BJ",20.2005,5.2407,1.9879,0.017242,18.9618,1.3673
"2026-06","920694.BJ",21.0913,5.6134,1.4481,0.011726,24.512,1.4482
"2022-12","920273.BJ",11.1524,3.8941,1.4559,0.016994,43.2734,2.2048
"2023-12","920273.BJ",14.6517,5.3529,1.7141,0.014555,28.8832,2.7722
"2024-12","920273.BJ",16.6232,6.1076,1.6425,0.012224,35.7221,1.9774
"2025-12","920273.BJ",19.8937,6.9413,2.184,0.014302,29.539,2.5342
"2026-06","920273.BJ",21.2133,7.5701,2.4779,0.014879,43.0922,1.6604
"2022-12","920693.BJ",12.7069,3.7158,0.9807,0.011997,60.9953,0.9118
"2023-12","920693.BJ",13.3653,4.3043,1.9034,0.0201,70.3123,1.3437
"2024-12","920693.BJ",16.5531,5.305,1.8012,0.015433,46.4309,0.7793
"2025-12","920693.BJ",17.3696,5.1601,2.2643,0.019946,70.1481,0.9891
"2026-06","920693.BJ",18.5357,5.773,2.4387,0.019202,39.3068,1.084
"2022-12","920011.BJ",10.2839,2.2128,0.9701,0.019929,26.646,1.0298
"2023-12","920011.BJ",13.9991,2.9683,1.6477,0.025232,19.7057,3.0925
"2024-12","920011.BJ",14.4904,3.3944,1.4662,0.019634,26.9129,2.6887
"2025-12","920011.BJ",16.3849,3.6839,1.9013,0.02346,22.3741,1.0599
"2026-06","920011.BJ",20.628,4.3709,1.9096,0.019859,24.3818,1.8652
"2022-12","920055.BJ",10.0032,2.2846,0.7658,0.015235,15.6789,0.6923
"2023-12","920055.BJ",13.7734,3.1487,1.0203,0.01473,15.7039,1.1354
"2024-12","920055.BJ",17.333,3.9174,1.3558,0.015732,30,0.7841
"2025-12","920055.BJ",21.1573,5.0118,1.906,0.017287,12.0955,1.9128
"2026-06","920055.BJ",19.2722,4.368,1.422,0.014798,13.6963,1.2936
"2022-12","920218.BJ",12.4841,2.6618,0.8588,0.014665,26.4506,2.2454
"2023-12","920218.BJ",15.6887,3.6713,1.1393,0.014106,22.4368,1.7308
"2024-12","920218.BJ",15.5312,3.6773,1.5699,0.019406,21.4897,1.5999
"2025-12","920218.BJ",17.8442,4.143,1.6518,0.018123,24.0178,1.4686
"2026-06","920218.BJ",19.4777,4.4972,1.8144,0.018338,25.8623,2.202
"2022-12","920403.BJ",14.5495,6.6023,1.7734,0.012209,18.7101,1.3976
"2023-12","920403.BJ",15.3546,7.4792,1.6483,0.010018,19.1847,1.3869
"2024-12","920403.BJ",16.454,7.2542,2.7982,0.017533,34.5822,1.8613
"2025-12","920403.BJ",17.9854,8.1694,2.4868,0.013837,24.5199,1.47
"2026-06","920403.BJ",19.346,9.3549,3.4353,0.016692,49.2604,1.0591
"2022-12","920592.BJ",12.004,4.9356,1.7136,0.015781,42.9513,2.59
"2023-12","920592.BJ",14.6058,5.6257,2.1305,0.017214,30.5383,3.0205
"2024-12","920592.BJ",16.5909,6.3153,2.6669,0.019195,31.8319,2.6892
"2025-12","920592.BJ",17.236,6.9724,2.7015,0.017612,42.2452,2.1673
"2026-06","920592.BJ",18.0219,7.3551,1.9625,0.012128,46.1475,1.8889
"2022-12","920017.BJ",9.9503,5.2569,2.5311,0.021885,19.1992,2.3139
"2023-12","920017.BJ",13.7755,7.544,2.5093,0.01512,16.3565,1.4566
"2024-12","920017.BJ",16.3979,9.1979,4.1762,0.020638,18.8189,1.7102
"2025-12","920017.BJ",20.2857,11.6608,2.9752,0.011598,18.643,1.6048
"2026-06","920017.BJ",20.0927,11.6127,4.1599,0.016283,20.5688,1.8804
"2022-12","920751.BJ",11.4769,6.7885,3.0433,0.020378,35.4082,1.4713
"2023-12","920751.BJ",12.3321,7.1085,2.803,0.017923,33.8454,1.3421
"2024-12","920751.BJ",14.0727,8.1989,2.1569,0.011958,34.5582,1.4414
"2025-12","920751.BJ",16.5731,10.4455,3.6547,0.015904,46.1533,2.2604
"2026-06","920751.BJ",21.0059,13.107,5.2488,0.018203,37.9178,1.4654
"2022-12","920425.BJ",10.6302,6.0054,1.6723,0.012658,44.6087,2.4713
"2023-12","920425.BJ",15.5047,9.1097,4.22,0.021056,34.3835,1.3624
"2024-12","920425.BJ",16.9553,8.951,3.6221,0.018394,50.0591,1.2718
"2025-12","920425.BJ",19.875,10.8778,3.9472,0.016494,41.0147,3.168
"2026-06","920425.BJ",17.4118,10.026,4.0846,0.018518,52.8903,0.9261
