"period","company_code","revenue_yi","net_profit_yi","deduct_net_profit_yi","roe","gross_margin","net_margin","operating_cashflow_yi","r_and_d_expense_yi","r_and_d_ratio"
"2026-06","920261.BJ",12.6713,-0.207,-0.2162,-0.056099,0.279782,-0.016336,-0.1959,0.668,0.052717
"2022-12","920510.BJ",8.1298,0.2443,0.1134,0.05224,0.366434,0.030045,0.2387,0.4208,0.051756
"2023-12","920510.BJ",9.1978,-0.0828,-0.1922,0.002164,0.313666,-0.009001,-0.3566,0.4847,0.052697
"2024-12","920510.BJ",10.4585,0.2989,0.2882,0.023235,0.146989,0.028578,0.3726,0.589,0.056313
"2025-12","920510.BJ",10.693,1.0164,0.9895,0.147907,0.213089,0.095056,0.8959,0.682,0.063782
"2026-06","920510.BJ",11.6194,0.061,0.0432,-0.017818,0.220627,0.005252,-0.378,0.6966,0.05995
"2022-12","920220.BJ",9.9507,0.1262,0.0615,0.048562,0.267343,0.012683,-0.0157,0.5324,0.053507
"2023-12","920220.BJ",11.7519,0.1218,-0.0243,0.038238,0.34321,0.01036,-0.0888,0.8657,0.07366
"2024-12","920220.BJ",12.7181,0.3307,0.2836,-0.003513,0.505491,0.026006,0.2082,0.8176,0.064283
"2025-12","920220.BJ",14.512,-0.213,-0.2682,-0.056118,0.104357,-0.014677,-0.1847,0.7734,0.053296
"2026-06","920220.BJ",18.0877,-0.2375,-0.4031,-0.044705,0.449084,-0.013128,-0.4053,1.3306,0.073562
"2022-12","920206.BJ",5.0605,0.4281,0.337,0.155756,0.242654,0.084595,0.2118,0.2088,0.041257
"2023-12","920206.BJ",6.7682,0.6858,0.594,0.093153,0.207417,0.101328,0.2907,0.3147,0.046504
"2024-12","920206.BJ",8.2974,0.9286,0.6425,0.093151,0.103151,0.111912,0.2341,0.3801,0.045814
"2025-12","920206.BJ",9.2447,1.4357,1.0609,0.162949,0.146039,0.155302,1.2096,0.4928,0.053308
"2026-06","920206.BJ",11.4531,1.3594,1.0782,0.140523,0.163157,0.118697,1.0516,0.4734,0.041337
"2022-12","920100.BJ",8.963,0.6601,0.4797,0.096046,0.35338,0.073648,0.4738,0.4507,0.05028
"2023-12","920100.BJ",9.7418,0.9677,0.7718,0.153596,0.347971,0.099336,1.2653,0.5489,0.056347
"2024-12","920100.BJ",9.8791,0.836,0.7038,0.116561,0.361098,0.084621,0.3558,0.4408,0.044616
"2025-12","920100.BJ",10.7176,1.4667,1.2278,0.211081,0.373223,0.136846,0.5068,0.5509,0.051402
"2026-06","920100.BJ",10.9882,1.6535,1.4189,0.215042,0.185348,0.15048,1.8438,0.4714,0.042898
"2022-12","920978.BJ",5.6438,0.1474,0.129,0.06326,0.300037,0.026126,-0.0023,0.5032,0.089156
"2023-12","920978.BJ",6.051,0.3017,0.2538,0.074969,0.27681,0.049854,0.2929,0.5002,0.082657
"2024-12","920978.BJ",6.2405,0.2745,0.2168,0.062305,0.310564,0.043979,0.3036,0.5374,0.086121
"2025-12","920978.BJ",6.6504,0.3909,0.2369,0.106368,0.260696,0.058783,0.2106,0.6933,0.104249
"2026-06","920978.BJ",7.3596,0.2411,0.2192,0.079131,0.296036,0.032761,0.2842,0.6105,0.082952
"2022-12","920981.BJ",5.3394,0.3597,0.3242,0.095494,0.293689,0.067362,0.372,0.5393,0.101005
"2023-12","920981.BJ",6.464,0.4618,0.3444,0.127746,0.344801,0.071436,0.5135,0.5051,0.078142
"2024-12","920981.BJ",7.9016,0.5742,0.4654,0.121783,0.294171,0.07267,0.7413,0.6177,0.078173
"2025-12","920981.BJ",9.0092,0.9339,0.7288,0.171675,0.247187,0.103659,1.2534,1.004,0.111445
"2026-06","920981.BJ",10.0746,0.354,0.253,0.042079,0.374819,0.035136,0.6367,0.8019,0.079597
"2022-12","920200.BJ",7.0798,-0.0133,-0.0174,-0.001799,0.253719,-0.001884,0.3861,0.4213,0.059511
"2023-12","920200.BJ",8.5958,0.2903,0.2454,0.032745,0.378529,0.033768,0.4562,0.5784,0.067293
"2024-12","920200.BJ",11.8067,0.232,0.166,-0.029041,0.340784,0.019654,0.1847,0.9819,0.083164
"2025-12","920200.BJ",14.0221,-0.7733,-0.7264,-0.068396,0.201427,-0.055147,-0.6513,1.1793,0.084101
"2026-06","920200.BJ",18.5816,-0.7784,-0.6698,-0.055865,0.156726,-0.041889,-1.5935,1.464,0.078788
"2022-12","920020.BJ",6.3914,0.3108,0.2339,0.104875,0.24309,0.048628,0.3387,0.4032,0.063079
"2023-12","920020.BJ",7.4649,0.4163,0.2699,0.086487,0.29231,0.055773,-0.1997,0.4651,0.062308
"2024-12","920020.BJ",8.7901,0.8841,0.7561,0.099873,0.258495,0.100583,1.5664,0.5872,0.066807
"2025-12","920020.BJ",11.8693,0.8811,0.8212,0.086462,0.221796,0.074237,0.5931,0.802,0.067566
"2026-06","920020.BJ",14.593,0.7473,0.4908,0.075078,0.321067,0.051209,0.4799,0.9193,0.062995
"2022-12","920019.BJ",37.3049,-1.5359,-1.6646,-0.050024,0.139986,-0.041171,-1.4922,1.3307,0.035671
"2023-12","920019.BJ",35.8991,-4.1379,-3.69,-0.043902,0.14734,-0.115264,-1.9306,1.3055,0.036366
"2024-12","920019.BJ",39.3477,-4.0618,-3.6391,-0.013866,0.205561,-0.103227,-2.6171,1.0898,0.027697
"2025-12","920019.BJ",36.3732,-2.5715,-2.4628,-0.076849,0.121757,-0.070698,-2.2196,1.104,0.030353
"2026-06","920019.BJ",40.6544,-1.909,-2.3246,-0.016956,0.161312,-0.046957,-2.0815,1.0504,0.025836
"2022-12","920002.BJ",5.0627,0.6375,0.5176,0.129907,0.266404,0.125922,0.5951,0.4681,0.092467
"2023-12","920002.BJ",6.3558,0.7358,0.5537,0.113739,0.214526,0.115763,1.0729,0.4905,0.077178
"2024-12","920002.BJ",7.7986,0.8238,0.8099,0.07183,0.411812,0.105632,1.0341,0.6804,0.087245
"2025-12","920002.BJ",9.9956,1.0112,0.6784,0.109516,0.268212,0.101162,1.2429,0.7203,0.072067
"2026-06","920002.BJ",11.9669,1.2599,1.0903,0.080984,0.431268,0.105282,1.5512,0.8567,0.071591
"2022-12","920961.BJ",4.4931,0.3616,0.2663,0.183499,0.503675,0.080479,0.3564,0.5549,0.1235
"2023-12","920961.BJ",4.7904,0.3425,0.2823,0.189981,0.441034,0.071506,0.1378,0.6299,0.131497
"2024-12","920961.BJ",5.5242,0.3784,0.3808,0.160855,0.214449,0.068505,0.4435,0.7071,0.128007
"2025-12","920961.BJ",6.3132,0.3897,0.2402,0.123965,0.308295,0.061733,0.3899,0.6521,0.103294
"2026-06","920961.BJ",7.9348,0.5043,0.4687,0.132804,0.252556,0.06356,0.5622,0.8097,0.10204
"2022-12","920012.BJ",6.6419,0.8483,0.7943,0.198492,0.424316,0.127713,1.0528,0.385,0.057963
"2023-12","920012.BJ",7.6662,0.2246,0.1599,0.042917,0.28001,0.029299,0.0146,0.4276,0.055782
"2024-12","920012.BJ",8.9417,0.7615,0.5731,0.109005,0.221107,0.085161,0.7247,0.6655,0.074429
"2025-12","920012.BJ",9.3377,1.0186,0.8011,0.132344,0.31778,0.109083,0.7996,0.6953,0.074462
"2026-06","920012.BJ",10.3896,1.0255,0.7664,0.173191,0.405334,0.098706,1.1113,0.7389,0.07112
"2022-12","920096.BJ",8.2105,0.8316,0.7279,0.234601,0.319008,0.101286,0.5566,1.0028,0.122133
"2023-12","920096.BJ",7.6062,0.8954,0.8192,0.310654,0.205468,0.117716,0.9526,0.8137,0.106976
"2024-12","920096.BJ",7.4977,1.1182,0.9948,0.32,0.215669,0.149139,0.6234,0.8602,0.114729
"2025-12","920096.BJ",6.793,0.9943,0.693,0.32,0.164267,0.146366,0.7424,0.8392,0.123544
"2026-06","920096.BJ",6.174,0.5162,0.3842,0.173628,0.218749,0.083608,0.1271,0.8336,0.135025
"2022-12","920819.BJ",14.9106,1.3487,1.2131,0.036253,0.152868,0.090453,0.5536,0.3012,0.020198
"2023-12","920819.BJ",17.8194,1.5945,1.304,0.013816,0.244182,0.089479,1.7852,0.3101,0.017403
"2024-12","920819.BJ",20.1761,1.6576,1.4146,0.015301,0.134418,0.082156,0.846,0.4182,0.020728
"2025-12","920819.BJ",22.0605,1.0979,0.7355,0.054891,0.166283,0.049767,2.4734,0.3437,0.015578
"2026-06","920819.BJ",25.3957,1.3805,1.2764,-0.00992,0.141851,0.05436,1.596,0.3951,0.015559
"2022-12","920839.BJ",13.2808,1.2995,0.9947,0.12407,0.261463,0.097848,1.8431,1.1962,0.090071
"2023-12","920839.BJ",12.3197,1.555,1.3356,0.167705,0.271633,0.126223,2.2814,1.2294,0.099793
"2024-12","920839.BJ",11.8379,0.6911,0.5507,0.034414,0.382027,0.058378,1.4663,0.9719,0.082102
"2025-12","920839.BJ",11.423,1.5842,1.2866,0.282143,0.191686,0.138687,0.5747,0.9155,0.080149
"2026-06","920839.BJ",11.4214,0.7359,0.6383,0.086191,0.396767,0.064428,0.4003,0.8644,0.075686
"2022-12","920418.BJ",6.945,0.2707,0.2269,0.034982,0.339376,0.038971,0.4736,0.5778,0.083195
"2023-12","920418.BJ",7.5884,0.5088,0.3845,0.094859,0.360494,0.067047,0.3628,0.5785,0.076235
"2024-12","920418.BJ",8.7498,0.2465,0.1585,0.057767,0.345,0.028176,0.1321,0.6788,0.077579
"2025-12","920418.BJ",9.7139,0.5358,0.4217,0.037733,0.273163,0.055161,1.0495,0.8272,0.085161
"2026-06","920418.BJ",12.3922,0.9321,0.6318,0.098208,0.356838,0.07522,1.0704,1.0421,0.084097
"2022-12","920699.BJ",3.1151,0.3684,0.2822,0.173639,0.236036,0.118272,0.4734,0.3684,0.11826
"2023-12","920699.BJ",3.637,0.3469,0.29,0.21202,0.348059,0.095371,0.503,0.3838,0.105537
"2024-12","920699.BJ",4.0146,0.4609,0.4353,0.185314,0.355759,0.114801,0.663,0.3789,0.094391
"2025-12","920699.BJ",5.1454,0.7801,0.7191,0.307657,0.338002,0.151604,0.796,0.5069,0.098518
"2026-06","920699.BJ",6.0667,0.7177,0.6308,0.224872,0.375759,0.118295,0.7271,0.5712,0.094149
"2022-12","920806.BJ",6.5724,0.449,0.3368,0.138475,0.32381,0.068309,0.6986,1.0146,0.154379
"2023-12","920806.BJ",7.4007,0.5203,0.4795,0.1412,0.387909,0.070307,0.2484,0.8797,0.118866
"2024-12","920806.BJ",7.2802,0.4382,0.3675,0.068088,0.335122,0.060184,0.5586,0.9732,0.133683
"2025-12","920806.BJ",8.9115,0.6241,0.5431,0.138223,0.265042,0.070038,0.7462,1.0251,0.11503
"2026-06","920806.BJ",9.1461,0.8392,0.7193,0.133605,0.295109,0.091756,1.1903,1.1117,0.12155
"2022-12","920953.BJ",6.8277,0.9468,0.7159,0.317346,0.306775,0.13867,1.1271,0.5775,0.084582
"2023-12","920953.BJ",6.4183,0.6761,0.5698,0.206597,0.317128,0.105347,0.6337,0.5945,0.092623
"2024-12","920953.BJ",6.4283,0.813,0.6088,0.243864,0.327782,0.126473,0.2635,0.7702,0.119808
"2025-12","920953.BJ",5.4698,0.6309,0.5802,0.233864,0.212741,0.115344,0.5053,0.4966,0.090784
"2026-06","920953.BJ",4.8718,0.5827,0.5085,0.243521,0.111766,0.119608,0.4656,0.4521,0.092801
"2022-12","920735.BJ",13.2531,0.1984,0.1562,0.00634,0.142084,0.014967,0.071,0.977,0.073719
"2023-12","920735.BJ",12.9082,-0.1056,-0.2027,-0.014044,0.301571,-0.008182,-0.3778,1.0565,0.081846
"2024-12","920735.BJ",14.1097,0.0683,0.0149,-0.028365,0.285437,0.004837,-0.1448,1.1701,0.082929
"2025-12","920735.BJ",15.3723,-0.2249,-0.2854,0.025051,0.379717,-0.014629,-0.2792,1.3462,0.087575
"2026-06","920735.BJ",15.8002,0.1392,0.0065,-0.028947,0.408714,0.008811,0.4791,1.0393,0.06578
"2022-12","920247.BJ",14.6262,-2.1618,-2.1145,-0.192244,0.103419,-0.147805,-2.8095,0.0676,0.00462
"2023-12","920247.BJ",13.4445,-2.3899,-2.1301,-0.222303,0.284079,-0.177764,-3.394,0.0514,0.003825
"2024-12","920247.BJ",12.685,-2.3869,-2.4057,-0.214322,0.112689,-0.188165,-3.1929,0.0549,0.00433
"2025-12","920247.BJ",12.1216,-2.5968,-2.0414,-0.238434,0.28838,-0.214232,-1.4538,0.0557,0.004594
"2026-06","920247.BJ",11.2313,-2.051,-1.7789,-0.200263,0.175702,-0.182611,-1.6143,0.0462,0.004118
"2022-12","920028.BJ",19.3305,1.3587,1.2014,0.070356,0.271655,0.070289,1.306,0.7404,0.038304
"2023-12","920028.BJ",18.8778,1.8983,1.2895,0.041798,0.252021,0.10056,1.3815,0.6494,0.034401
"2024-12","920028.BJ",21.2471,3.3682,2.8973,0.126209,0.07,0.158525,3.8204,0.9913,0.046657
"2025-12","920028.BJ",21.4305,1.3829,1.1705,0.060892,0.134835,0.064527,1.9069,0.7516,0.035071
"2026-06","920028.BJ",20.6892,2.0222,1.5992,0.039468,0.130114,0.097743,2.6747,0.9213,0.044532
"2022-12","920088.BJ",9.4086,-0.4027,-0.3305,-0.040862,0.261887,-0.042796,-0.6231,0.5715,0.060746
"2023-12","920088.BJ",10.0409,-0.2857,-0.3607,0.004282,0.238796,-0.028458,-0.2137,0.5823,0.057995
"2024-12","920088.BJ",11.9471,-0.9848,-0.9978,-0.047697,0.188331,-0.08243,-0.6087,0.8321,0.069651
"2025-12","920088.BJ",11.5257,-0.3232,-0.3469,-0.058109,0.117577,-0.028043,-0.0604,0.6198,0.053775
"2026-06","920088.BJ",12.4954,-1.099,-1.2124,-0.026188,0.300912,-0.087952,-1.2961,0.6813,0.054522
"2022-12","920339.BJ",7.3652,0.5918,0.5167,0.090576,0.362071,0.080349,0.436,0.5469,0.074252
"2023-12","920339.BJ",7.3879,0.6026,0.5739,0.077949,0.400456,0.081572,0.4078,0.7552,0.102215
"2024-12","920339.BJ",9.0013,1.1672,1.0664,0.180352,0.376633,0.129674,1.1893,0.7742,0.08601
"2025-12","920339.BJ",9.8606,0.9121,0.7145,0.126516,0.285567,0.092501,0.5536,1.0613,0.107628
"2026-06","920339.BJ",11.282,1.1408,0.8177,0.164429,0.329921,0.101117,1.1668,0.872,0.077295
"2022-12","920009.BJ",4.9342,0.4704,0.3371,0.139556,0.181287,0.095341,0.3381,0.3116,0.063157
"2023-12","920009.BJ",5.6853,0.409,0.3211,0.070393,0.150873,0.071937,0.2541,0.3768,0.066279
"2024-12","920009.BJ",7.8352,0.9939,0.8094,0.124731,0.366979,0.126845,1.2348,0.5461,0.069704
"2025-12","920009.BJ",9.109,0.8576,0.6961,0.128452,0.232274,0.094145,1.4108,0.5388,0.059149
"2026-06","920009.BJ",11.6596,1.0879,0.9706,0.0902,0.321541,0.093302,0.932,0.6744,0.057838
"2022-12","920821.BJ",4.8171,0.3697,0.3193,0.096572,0.254419,0.076752,0.5263,0.486,0.100888
"2023-12","920821.BJ",5.2905,0.4315,0.3065,0.122836,0.232571,0.081554,0.3795,0.5575,0.10537
"2024-12","920821.BJ",5.7721,0.6336,0.6014,0.159878,0.168912,0.109771,0.8443,0.4643,0.080443
"2025-12","920821.BJ",7.2136,0.5519,0.3982,0.13589,0.218386,0.076504,0.8824,0.7857,0.108921
"2026-06","920821.BJ",7.4934,1.0281,0.7771,0.224028,0.352432,0.137206,0.9505,0.825,0.110102
"2022-12","920879.BJ",4.3455,0.3367,0.2738,0.149513,0.295662,0.077491,0.0629,0.2963,0.068191
"2023-12","920879.BJ",4.8305,0.4261,0.3658,0.148375,0.291148,0.088218,0.2939,0.3585,0.07421
"2024-12","920879.BJ",5.3873,0.1958,0.1663,0.046818,0.417287,0.036352,0.1123,0.4057,0.075302
"2025-12","920879.BJ",6.255,0.5303,0.4084,0.1379,0.198786,0.084781,0.6984,0.4291,0.068595
"2026-06","920879.BJ",7.7747,0.5766,0.4795,0.066151,0.330287,0.074161,0.305,0.5115,0.065788
"2022-12","920720.BJ",7.3397,0.7614,0.664,0.192479,0.209912,0.103735,0.4949,0.2848,0.038807
"2023-12","920720.BJ",7.4487,0.8295,0.7218,0.159911,0.327759,0.111365,0.2038,0.3224,0.043281
"2024-12","920720.BJ",7.378,0.7519,0.6322,0.149758,0.230438,0.101913,0.5115,0.2915,0.039513
"2025-12","920720.BJ",6.9289,0.4217,0.3188,0.074419,0.363269,0.060865,0.5041,0.326,0.047047
"2026-06","920720.BJ",7.489,0.7516,0.6058,0.185935,0.376656,0.100363,0.413,0.387,0.051675
"2022-12","920533.BJ",5.1051,0.2574,0.2103,0.125136,0.366667,0.050418,0.1931,0.4967,0.097301
"2023-12","920533.BJ",5.4965,0.68,0.6303,0.223877,0.334601,0.123718,0.7354,0.6129,0.111508
"2024-12","920533.BJ",6.8251,0.57,0.4917,0.17461,0.309211,0.083519,0.5371,0.6961,0.101995
"2025-12","920533.BJ",6.9701,0.307,0.1953,0.036177,0.186755,0.044045,0.2976,0.789,0.113204
"2026-06","920533.BJ",8.1699,0.6911,0.5688,0.158096,0.382584,0.084587,0.9183,0.6271,0.076759
"2022-12","920405.BJ",3.2785,0.0902,0.047,0.031694,0.323576,0.027507,0.0583,0.2061,0.06285
"2023-12","920405.BJ",3.8899,0.2074,0.1576,0.09911,0.326448,0.053318,0.0241,0.243,0.062482
"2024-12","920405.BJ",4.4355,0.4627,0.3874,0.172586,0.172764,0.104306,0.6152,0.2937,0.066214
"2025-12","920405.BJ",5.0364,0.3283,0.2817,0.114083,0.279268,0.065183,0.1085,0.2781,0.055213
"2026-06","920405.BJ",5.5533,0.4898,0.4375,0.135998,0.309749,0.088204,0.0035,0.3679,0.066244
"2022-12","920489.BJ",8.2576,0.1813,0.1068,0.025249,0.152783,0.021956,0.3204,0.554,0.067092
"2023-12","920489.BJ",8.0012,0.5701,0.5156,0.094474,0.17806,0.071252,0.6514,0.5216,0.065187
"2024-12","920489.BJ",7.5933,0.6112,0.5407,0.132008,0.256916,0.080492,1.0134,0.4203,0.05535
"2025-12","920489.BJ",7.0803,0.5055,0.3943,0.041368,0.183061,0.071395,0.2303,0.4967,0.070158
"2026-06","920489.BJ",7.9118,0.5343,0.3566,0.079437,0.07,0.067528,0.1015,0.4949,0.062554
"2022-12","920026.BJ",7.3479,1.0647,1.0047,0.222504,0.386402,0.144896,1.4083,0.7747,0.10543
"2023-12","920026.BJ",7.5709,0.8793,0.7927,0.206637,0.300999,0.116142,1.0706,0.9574,0.126462
"2024-12","920026.BJ",7.2858,0.6201,0.5687,0.1553,0.282138,0.085108,1.0697,0.7578,0.104004
"2025-12","920026.BJ",7.8592,0.7921,0.7655,0.179901,0.338437,0.100781,1.0834,1.0591,0.134758
"2026-06","920026.BJ",7.9928,1.1707,1.0338,0.28822,0.359528,0.146474,1.2986,0.895,0.111978
"2022-12","920018.BJ",9.77,0.7536,0.5543,0.076093,0.350518,0.077129,0.1479,1.0411,0.106565
"2023-12","920018.BJ",9.5191,0.6692,0.4891,0.100536,0.259104,0.070296,0.6172,1.052,0.110512
"2024-12","920018.BJ",9.1786,1.1869,0.8959,0.159658,0.296606,0.129314,1.4558,0.85,0.092611
"2025-12","920018.BJ",9.3204,0.5043,0.3711,0.064225,0.344792,0.054112,0.535,0.8729,0.093659
"2026-06","920018.BJ",8.8758,1.0038,0.7282,0.135569,0.323196,0.11309,0.3955,0.8132,0.091623
"2022-12","920126.BJ",8.746,1.1779,0.8748,0.172084,0.288366,0.134678,0.8217,1.164,0.133086
"2023-12","920126.BJ",9.2486,1.0184,0.8873,0.084152,0.346343,0.110113,0.4181,1.2121,0.131055
"2024-12","920126.BJ",10.4744,1.5395,1.2935,0.170242,0.379713,0.146974,1.5981,1.4329,0.1368
"2025-12","920126.BJ",11.3113,1.2405,1.1862,0.151175,0.183954,0.109672,0.4716,1.1846,0.104727
"2026-06","920126.BJ",11.4382,1.1216,1.032,0.118177,0.274297,0.098061,1.5927,1.4272,0.124773
"2022-12","920001.BJ",3.5425,0.2021,0.1445,0.060836,0.173232,0.05706,0.2405,0.2059,0.058132
"2023-12","920001.BJ",4.2865,0.5081,0.4455,0.131433,0.343428,0.118545,0.2776,0.2367,0.05523
"2024-12","920001.BJ",4.9497,0.5884,0.5603,0.170461,0.326713,0.118882,0.6168,0.309,0.062422
"2025-12","920001.BJ",6.243,0.6077,0.5489,0.161618,0.137729,0.097345,0.5508,0.3185,0.051012
"2026-06","920001.BJ",7.1436,0.6193,0.4121,0.110976,0.226694,0.086698,0.6083,0.4057,0.056786
"2022-12","920682.BJ",2.0068,0.3312,0.2458,0.32,0.264215,0.165055,0.438,0.1791,0.089223
"2023-12","920682.BJ",2.65,0.2979,0.2589,0.223177,0.456377,0.112402,0.3114,0.2201,0.083055
"2024-12","920682.BJ",3.0215,0.5633,0.49,0.32,0.237359,0.186448,0.2871,0.2612,0.086452
"2025-12","920682.BJ",3.4305,0.5634,0.5181,0.32,0.318243,0.164241,0.5006,0.3624,0.105633
"2026-06","920682.BJ",3.7464,0.4257,0.3182,0.212352,0.240579,0.113624,0.5212,0.3575,0.095425
"2022-12","920208.BJ",7.2689,0.3845,0.2564,0.074923,0.251902,0.052893,0.468,0.5419,0.074553
"2023-12","920208.BJ",7.8842,0.556,0.437,0.115898,0.330465,0.070526,0.4411,0.4486,0.0569
"2024-12","920208.BJ",9.0079,0.7074,0.6192,0.054889,0.356206,0.078536,0.8289,0.5044,0.05599
"2025-12","920208.BJ",9.5337,0.6841,0.5124,0.087505,0.170068,0.071758,0.4463,0.4805,0.050403
"2026-06","920208.BJ",11.6245,1.4504,1.2016,0.096359,0.185949,0.124767,2.2394,0.7829,0.067348
"2022-12","920284.BJ",9.6093,0.1529,0.0119,-0.013567,0.286273,0.015908,0.2406,0.712,0.074098
"2023-12","920284.BJ",9.1781,0.0793,0.0589,0.018866,0.258789,0.008641,0.0517,0.7379,0.080395
"2024-12","920284.BJ",9.2882,0.4309,0.3036,0.037316,0.248719,0.046395,0.4516,0.7586,0.081677
"2025-12","920284.BJ",9.3113,0.3689,0.3637,0.040982,0.361463,0.039624,0.2253,0.7464,0.080156
"2026-06","920284.BJ",9.0062,-0.0532,-0.1211,0.026438,0.400605,-0.005905,-0.0945,0.5471,0.06075
"2022-12","920091.BJ",1.6758,-0.0066,-0.0209,-0.021193,0.318373,-0.003955,-0.0142,0.1243,0.074196
"2023-12","920091.BJ",1.9375,0.005,0.0042,-0.027475,0.318321,0.002585,0.1024,0.18,0.092929
"2024-12","920091.BJ",2.4473,0.1213,0.1036,0.160562,0.317664,0.049584,0.2244,0.2259,0.092319
"2025-12","920091.BJ",3.1441,0.0966,0.0721,0.069121,0.489481,0.030724,0.0489,0.2101,0.066815
"2026-06","920091.BJ",3.4974,0.0198,-0.0159,-0.000676,0.288689,0.005649,0.0407,0.2503,0.071564
"2022-12","920160.BJ",5.0535,0.0416,-0.0165,0.048396,0.227621,0.008224,-0.2508,0.3096,0.061265
"2023-12","920160.BJ",5.3044,-0.2134,-0.2131,-0.051522,0.25728,-0.040238,-0.1102,0.3043,0.057373
"2024-12","920160.BJ",5.7035,0.1784,0.1212,0.015319,0.175841,0.03128,0.1461,0.4121,0.072257
"2025-12","920160.BJ",7.0672,0.1055,0.0192,0.047659,0.221379,0.014921,0.1466,0.4668,0.066053
"2026-06","920160.BJ",7.158,-0.0221,-0.0716,-0.018178,0.262855,-0.003083,-0.1404,0.4839,0.067603
"2022-12","920190.BJ",17.0855,0.9256,0.7379,0.063615,0.275466,0.054175,0.5532,1.5454,0.090449
"2023-12","920190.BJ",15.6406,0.5875,0.527,0.039392,0.30176,0.037564,0.5862,1.3921,0.089004
"2024-12","920190.BJ",14.746,0.0194,-0.1466,-0.013514,0.383861,0.001315,-0.1204,1.1831,0.08023
"2025-12","920190.BJ",13.4651,1.1691,0.9676,0.114706,0.27585,0.086826,0.4872,0.9993,0.074213
"2026-06","920190.BJ",12.8643,0.0576,-0.0016,0.014629,0.360617,0.004478,0.1827,1.2811,0.099585
"2022-12","920005.BJ",2.9045,6e-04,-0.0078,0.003532,0.358039,0.000206,-0.0217,0.3299,0.113594
"2023-12","920005.BJ",3.8123,0.049,0.044,0.053281,0.316842,0.012856,-0.0742,0.4782,0.125426
"2024-12","920005.BJ",4.6043,-0.0618,-0.0851,-0.023419,0.087783,-0.01342,-0.1041,0.5827,0.126564
"2025-12","920005.BJ",5.2094,0.1768,0.1263,0.063061,0.319849,0.033943,0.3173,0.4582,0.087955
"2026-06","920005.BJ",6.7114,0.1335,0.0956,0.045721,0.366304,0.019889,0.1221,0.6969,0.103839
"2022-12","920099.BJ",15.4189,0.6516,0.4645,0.040842,0.278963,0.04226,1.3511,0.4497,0.029166
"2023-12","920099.BJ",15.212,-0.3947,-0.4732,-0.015591,0.172851,-0.02595,-0.3842,0.5689,0.0374
"2024-12","920099.BJ",17.6784,0.3582,0.2898,0.036352,0.121351,0.02026,0.1234,0.5191,0.029362
"2025-12","920099.BJ",18.3798,-0.0925,-0.2134,0.018932,0.118835,-0.005031,0.1155,0.6618,0.036008
"2026-06","920099.BJ",19.239,-0.4221,-0.5168,-0.050925,0.207329,-0.021938,-1.2305,0.7497,0.038968
"2022-12","920225.BJ",2.145,-0.0854,-0.0928,-0.081913,0.171836,-0.039799,-0.1099,0.0607,0.028318
"2023-12","920225.BJ",3.1156,-0.1041,-0.1151,-0.057795,0.295589,-0.033412,-0.0911,0.0966,0.031002
"2024-12","920225.BJ",3.8473,-0.3428,-0.3614,-0.157774,0.18204,-0.089092,-0.3523,0.1217,0.031628
"2025-12","920225.BJ",5.2729,-0.2343,-0.2473,-0.023631,0.07,-0.044431,-0.1323,0.1429,0.027094
"2026-06","920225.BJ",7.032,-0.3599,-0.3726,-0.080589,0.219936,-0.051182,-0.1726,0.1926,0.027386
"2022-12","920101.BJ",4.1431,0.1325,0.0818,0.006778,0.131581,0.031984,0.295,0.3361,0.081126
"2023-12","920101.BJ",5.0991,0.3634,0.2631,0.129634,0.27126,0.071266,0.1355,0.3922,0.076925
"2024-12","920101.BJ",5.4726,0.3582,0.2818,0.067509,0.394206,0.065455,0.043,0.4427,0.080902
"2025-12","920101.BJ",5.7763,0.4522,0.4195,0.14168,0.249178,0.078283,0.5817,0.4488,0.077689
"2026-06","920101.BJ",6.3721,0.4382,0.3614,0.075873,0.373257,0.068762,0.5325,0.4004,0.062843
"2022-12","920046.BJ",3.8379,0.2127,0.1792,0.088397,0.289827,0.055408,0.2652,0.3078,0.080192
"2023-12","920046.BJ",4.1455,0.3622,0.2803,0.135702,0.2517,0.087379,0.4931,0.3054,0.073679
"2024-12","920046.BJ",4.5583,0.3456,0.2678,0.127087,0.430437,0.075828,0.2701,0.4244,0.093106
"2025-12","920046.BJ",4.9842,0.5332,0.5046,0.18207,0.348715,0.106987,0.3502,0.371,0.074428
"2026-06","920046.BJ",5.6243,0.5237,0.4789,0.156101,0.330335,0.093111,0.6187,0.496,0.088195
"2022-12","920188.BJ",13.5447,0.7678,0.5146,-0.002844,0.245458,0.056683,1.217,0.7942,0.058632
"2023-12","920188.BJ",13.844,0.7804,0.5841,0.012971,0.16687,0.056369,1.4298,0.7939,0.057347
"2024-12","920188.BJ",15.8911,0.2631,0.1208,-0.008306,0.241491,0.016557,0.586,0.6462,0.040667
"2025-12","920188.BJ",16.6178,0.912,0.733,0.0153,0.250997,0.054878,0.9164,0.6805,0.04095
"2026-06","920188.BJ",17.6047,1.1077,0.7644,0.060925,0.1725,0.062921,0.3877,0.7153,0.040633
"2022-12","920344.BJ",2.7859,0.2293,0.2153,0.149287,0.329813,0.082298,0.1661,0.2672,0.095927
"2023-12","920344.BJ",3.1275,0.1104,0.0782,0.068773,0.377707,0.035294,0.1901,0.4063,0.129925
